4.99315 0.497025
4.93844 0.507486
4.82963 0.527458
4.6679 0.555162
4.45503 0.588227
4.19335 0.623981
3.88573 0.659749
3.53553 0.693086
3.1466 0.721889
2.7232 0.74438
2.26995 0.75896
1.79184 0.764155
1.2941 0.75951
0.782172 0.751387
0.26168 0.774577
-0.26168 0.893927
-0.782172 0.992322
-1.2941 0.999911
-1.79184 0.999995
-2.26995 0.999997
-2.7232 0.999997
-3.1466 0.999995
-3.53553 0.999994
-3.88573 0.999993
-4.19335 0.999992
-4.45503 0.999992
-4.6679 0.999992
-4.82963 0.999992
-4.93844 0.999992
-4.99315 0.999992
