-5 0.999992
-4.65517 0.999992
-4.31034 0.999992
-3.96552 0.999993
-3.62069 0.999994
-3.27586 0.999995
-2.93103 0.999996
-2.58621 0.999997
-2.24138 0.999997
-1.89655 0.999996
-1.55172 0.999986
-1.2069 0.999811
-0.862069 0.995913
-0.517241 0.959752
-0.172414 0.867747
0.172414 0.787189
0.517241 0.754986
0.862069 0.752046
1.2069 0.757945
1.55172 0.763027
1.89655 0.763889
2.24138 0.759561
2.58621 0.749798
2.93103 0.734444
3.27586 0.71322
3.62069 0.685656
3.96552 0.651084
4.31034 0.608633
4.65517 0.557245
5 0.495694
